cus_id,cus_num,cus_last_name,cus_first_name,cus_add_num,cus_address,cus_city,cus_state,cus_zip,cus_phone,cus_join_date,cus_app_cd,cus_app_num,tot_ord_qty,tot_ord_value
427,Sla24912,Slain,Corey,48967, Grand Pony Park, North Brewster,20,50276,3969804695,2013-12-20,5,OPC86943787,38,31845
428,Ram70839,Ramirez,George,81293, Heather Robin Mews, Meadowbrook Valley,20,76596,9586900958,2008-10-08,2,OPC85775255,92,29445
429,Fre8741,French,Jasmine,44955,Madison, North Star,26,8484,7017614249,2017-05-20,1,OPC78176288,1,35034
430,Har78304,Harper,Miguel,1952,Indian Trail, Ten Mile,23,14686,4851312865,2011-04-12,2,OPC82908890,31,28023
431,Smi63191,Smith-Warren,Eric,15718, Rustic Autumn Port, Tiptop,8,81896,3641259975,2018-02-07,1,OPC85489158,28,9406
432,Row16029,Rowley,Moritz,13534,Indian Trail, Laffertys Trailer Court,29,4493,6013381448,2012-11-21,1,OPC83599262,2,19079
433,Mon5614,Monk,Farris,74249,Carbon Hill-Buchtel, Walnut Hill,17,74463,1871440741,2007-04-01,1,OPC87624233,29,2339
434,Dew24020,Dewey,Eric,47725,Early, Holiday Park,17,98856,5407761894,2010-11-19,1,OPC79777065,90,7858
435,Coo37151,Cooper,Brice,5380, Pleasant Beach, Langley,19,39310,7963409177,2005-07-18,4,OPC79592129,37,23409
436,Dew58301,Dewey,Brandt,18332, Golden Glade, Hallockville,3,89887,2321242590,2013-11-29,7,OPC78631490,46,18414
437,Ric72281,Rice,Margo,5349, Fallen Prairie Corner, Fulmor,7,8399,9658721371,2005-02-12,5,OPC83298962,1,17520
438,Tom61973,Tompsen,Jasmine,45842, Silver Dale Jetty, Casa De Piedra,15,63564,5093227642,2010-02-22,4,OPC86632751,3,28105
439,Man15009,Manchester,Alister,71461, Green Berry Run, Union Beach,8,86361,4043355669,2014-08-24,4,OPC82306478,17,3090
440,Sei68766,Seiler,Mike,57035, Dewy Campus, Bayless,24,28201,9224989103,2005-08-02,2,OPC87656549,40,31937
441,Rob41599,Robinson,Joshua,64453, Little Gate Plaza, Holiday Park,16,28958,3991661696,2006-09-28,6,OPC86786233,70,748
442,She21783,Shelton,Brian,83943,Foggy View, Siddon,14,45917,1811717648,2012-03-10,2,OPC83490637,67,21478
443,Wil13363,Willis,Tristan,97735,Fulton, Fomer,16,34624,7931330190,2019-03-17,7,OPC82764584,97,20135
444,Bar7815,Barrister,Mike,51206, Harvest Court, Arispe,27,45125,1562454657,2016-12-30,6,OPC81714815,24,28496
445,Mau2622,Maurer,Kenadi,39641, Little Gate Plaza, North Star,3,94539,3741739642,2018-07-06,7,OPC81889233,11,29795
446,Cal32053,Calahan,Maggs,18212, Clear Beacon Hollow, Clintondale,30,51966,4896428991,2014-02-14,1,OPC78179394,42,30266
447,Pet60477,Peters,Nadine,22071,Red Via, Tiptop,19,91105,9996509581,2018-11-21,1,OPC78477052,72,13004
448,Cal15047,Calahan,Joshua,69373, Dusty Fox Road, New Stuyarok,16,78793,9155277940,2014-03-08,7,OPC78987098,29,31655
449,Aco64184,Acosta,Jack,70249,Emerald Quail Passage, Ditchley,12,8993,3622610391,2017-11-16,1,OPC81334220,54,32660
450,Jor25584,Jordan,Joshua,32524, Cozy Pines, Tiptop,30,35584,636277786,2003-12-15,2,OPC85999801,73,10905
451,Del83212,Deleon,Reginald,26879,Little River Square, Arispe,23,3021,1297180981,2004-09-30,5,OPC85122506,47,11096
452,Gar15595,Garcia,Richard,1697, Velvet End, Laffertys Trailer Court,12,43964,4787656522,2017-07-29,2,OPC84912194,53,14192
453,Tom98037,Tompsen,Brandt,28867,Heather Wynd, New Stuyarok,4,15701,5982018050,2016-01-13,3,OPC80678977,22,11012
454,Wil92508,Williamson,Aaron,73417, Middle Via, La Junta,11,92324,7654442313,2002-06-16,2,OPC82195946,39,34632
455,Wil29053,Willis,Noel,25883, Indian Anchor Link, Arispe,29,67408,2565748132,2001-05-12,1,OPC85314888,19,35097
456,Tom82548,Tompsen,Cooper,79492, Grand Pony Park, Winkelman,30,17329,1991254136,2002-03-22,7,OPC83869471,55,32439
457,Jac42139,Jackson,Kristoff,88900,Honey Creek Autoroute, Norton Shores,17,65577,1300420814,2012-03-10,2,OPC78219449,61,35132
458,Wil27518,Williamson,Mads,53166, Quaking Timber Swale, Vega Park,29,73748,1998262512,2007-06-18,1,OPC87429390,73,11504
459,Smi39746,Smith-Warren,Adam,28784, Lazy Key, Casa De Piedra,3,6034,5325203845,2008-04-11,5,OPC80929524,58,13625
460,Man59443,Manning,Summer,31784, Hazy Willow Grove, Bradburys,2,10811,2488249448,2007-05-23,4,OPC83428446,4,10125
461,Tho13249,Thomason,Moritz,55261, Iron Bluff Rise, Norton Shores,5,18131,1292429510,2019-08-13,7,OPC84960612,69,30539
462,Smi46223,Smith,Jack,98077, Dusty Fox Road, Mcarthur Estates,1,83097,29430363,2009-08-11,6,OPC81482967,59,25902
463,Ram29882,Ramirez,George,59819,Gentle Log Grove, Arispe,13,7454,5136986224,2002-09-19,5,OPC80062187,42,10804
464,She39200,Sherman,George,84889, Honey Zephyr Nook, Winkelman,3,78430,1605936456,2001-09-30,1,OPC85270843,90,27754
465,Gor57668,Gorman,Eric,45068,Jagged Branch Mews, Montello,26,89289,5219464473,2016-12-04,6,OPC82450901,52,17378
466,Gar23525,Garth,Jasmine,21508, High Apple Falls, Montello,1,35096,2704710697,2001-08-18,5,OPC81310381,32,30439
467,Ban52817,Banks,Kristoff,83081, Green Berry Run, Wolfs Mill,30,95940,2411807631,2014-01-26,7,OPC78815898,53,12261
468,Rid26784,Ridgley,Kristoff,26976, Silver Dale Jetty, Green Acres,10,15278,8042588773,2009-02-03,2,OPC87336064,56,30616
469,Jon2927,Jones,Erin,4488, Crystal Spring Corners, Vega Park,5,29790,4635113746,2013-03-06,2,OPC82469449,60,11174
470,Rid19634,Ridgley,Piper,7021, Heather Robin Mews, New Stuyarok,1,41333,8939721434,2008-07-17,5,OPC86651200,34,30755
471,Smi63500,Smith,Taylor,67500,Beckley, Hitt,20,34262,6449498245,2016-08-22,1,OPC84243046,48,31106
472,Jac84475,Jackson,Sarah,42381,Harvest Elk Harbour, Kidville,17,34880,7988624093,2018-07-12,7,OPC82467797,22,21864
473,Boo54010,Booker,Mindy,85614,Dusty Nectar Downs, Bradburys,16,65729,4258083521,2006-03-20,3,OPC86602335,9,31154
474,Con1082,Connery,Brandt,13503,Crystal Cove, Winthrop Beach,14,75775,9912976441,2004-06-20,1,OPC83390921,26,18099
475,Rid86560,Ridgley,Miguel,49362,Misty Brook Farms, Tiptop,29,98788,3175143011,2016-02-01,7,OPC79956640,76,733
476,Aar14232,Aaronson,Cooper,23057, Foggy Hill, Hitt,10,4393,457250288,2015-09-11,2,OPC87318408,64,8054
477,Jam25834,Jamieson,Maggs,35197, Velvet End, Hallockville,27,75532,6113166152,2009-06-14,6,OPC84954738,23,30663
478,Ste18654,Stevens,Abigail,32937,Emerald Quail Passage, New Stuyarok,4,14113,1419129041,2019-02-05,1,OPC81086144,12,4501
479,Jon99861,Jones,Alister,91746,Misty Brook Farms, Ditchley,13,16449,1015898877,2019-02-11,3,OPC82361261,78,935
480,Jam85222,Jamieson,Joshua,3227,Main, New Stuyarok,20,40,4362454736,2017-04-03,6,OPC86000658,68,28014
481,Bro67381,Brooks,Brice,8131, Misty Lagoon Bay, New Stuyarok,8,92875,8221568449,2003-05-25,3,OPC87333138,48,83
482,Wil21796,Willis,Summer,52242,Golden Glen, Fulmor,10,10392,7867331103,2012-09-24,2,OPC84300851,61,6024
483,Del91306,Delapena,Jasmine,99180,Adams, Union Beach,8,17312,9645941441,2005-01-04,4,OPC87995256,20,1976
484,Tom68709,Tompsen,Jonathon,5364, Jagged Horse Extension, Meadowbrook Valley,20,4795,2714114138,2010-06-03,4,OPC79996443,53,21111
485,Del20140,Delapena,Jack,61326,Silver Lake Crossing, Deardorffs Mill,3,29989,3336237414,2014-07-04,6,OPC81814693,85,15229
486,Jon89664,Jones,Harper,97609, Sleepy Mall , La Junta,1,58589,7797113583,2016-05-03,7,OPC86097452,26,8717
487,Say53799,Saylor,Taylor,79205,High Ledge, Kidville,26,97569,7281580745,2015-05-08,7,OPC81130522,95,34488
488,Jac18217,Jackson,Jack,22583, Dusty Fox Road, Green Acres,18,63285,7337088397,2011-10-19,4,OPC85204088,99,31914
489,Smi82718,Smith,Margo,36794, Stony Wharf, North Star,7,30628,267231818,2017-08-31,7,OPC80725017,82,18974
490,Boo3237,Booker,Mike,48220,Harvest Elk Harbour, Comite,7,69466,967203287,2012-05-30,1,OPC87963340,71,18262
491,Aar11514,Aaronson,Maggs,87682,Golden Glen, Meadowbrook Valley,2,87222,1896954545,2014-09-19,6,OPC83210955,98,32398
492,Etz69527,Etzler,Samuel,93529,Carbon Hill-Buchtel, Bradburys,7,77073,9091164875,2018-03-19,4,OPC79324948,26,12367
493,Jim31486,Jiminez,Nadine,37604,Hazy Road, New Stuyarok,11,44083,2627223653,2010-02-08,4,OPC82602462,43,6751
494,Rio60027,Riochardson,Chris,63751,Umber Forest, Hitt,5,56526,8730193631,2009-12-20,3,OPC81179010,8,32198
495,Del44118,Delacruz,Brandon,53556,Apache, Wolfs Mill,18,18151,7593410556,2001-09-23,1,OPC79747551,85,2396
496,Goo95478,Goode,Brice,66813, Easy Crescent, Richmond,17,2559,2559296538,2016-10-15,1,OPC85683635,25,15678
497,Aar92628,Aaronson,Zachary,16089,Sleepy Fox Jetty, Youngstown,19,2573,9792162858,2004-09-16,1,OPC87074499,6,12829
498,Har70820,Harper,Joshua,19653,Sycamore, North Star,3,4545,6753224078,2009-05-08,3,OPC85977343,51,16329
499,Cal76965,Calahan,Piper,3301, Grand Pony Park, Casa De Piedra,10,65658,3641146843,2015-06-27,5,OPC86405731,4,24542
500,Gor44899,Gorman,Mindy,47719,Thunder Deer Island, Brownsburg,22,79165,7370662777,2017-06-06,3,OPC80202282,23,17039
501,Wil55841,Williamson,Abigail,59543,Tawny Vista, Meadowbrook Valley,25,55670,4370940773,2009-12-07,5,OPC82954111,15,16342
502,Arc28515,Archibald,Piper,51572, High Apple Falls, Winkelman,9,88145,2476226898,2002-02-14,4,OPC83416858,55,30111
503,App44976,Applewood,Mindy,58353,Adams, Union Hill,9,55814,6474065582,2015-09-14,1,OPC79853515,20,26097
504,Con14881,Connery,Richard,92360,Beckley, Wolfs Mill,20,27010,7137093273,2006-07-09,3,OPC85797383,56,34430
505,Ban49028,Banks,Brice,74632,Broad Hills Abbey, Meadowbrook Valley,18,27553,9505020573,2016-10-22,5,OPC84931579,73,16469
506,Fre60343,French,Miguel,5476,Main, Sandusky Mobile Home Villa,13,39959,4419706687,2016-01-08,2,OPC80587132,71,1429
507,Tho75505,Thomason,Noel,19856,Emerald Quail Passage, Howe,19,59269,136054023,2008-05-27,7,OPC83778683,83,27742
508,Tan90289,Tankersly,Valerie,28579,Emerald Quail Passage, Bissell,27,60081,974453088,2016-06-01,1,OPC86658525,62,21727
509,Gon9377,Gonzales,Leah,38767,Pleasant Loop, Hallockville,9,9284,3296422118,2017-10-22,7,OPC81546361,77,32122
510,Del49559,Delapena,Lee,11657, Middle Via, Langley,18,78309,3235811617,2001-05-26,4,OPC78255947,73,29683
511,Rob78071,Roberts,Mindy,87052, Rocky Creek Meadow, Oak Knoll,10,37771,2419949286,2011-10-06,2,OPC79776301,95,20925
512,Smi9099,Smith,Mike,15379, Umber Shadow Ledge, Crystal Lake,6,60200,9445871394,2019-01-05,5,OPC84453799,50,2225
513,San31917,Sanchez,Eric,42219, Colonial Panda Pike, Meadowbrook Valley,17,84973,6017329015,2016-07-10,7,OPC83637755,81,18030
514,Jon23914,Jones,Joshua,19999,Quiet Circuit, Bradburys,7,69249,5513762689,2005-05-19,3,OPC85310272,44,33740
515,Man95570,Manchester,Chris,63526, Easy Crescent, Norton Shores,25,24600,5144095388,2012-07-13,3,OPC82658514,26,25344
516,Del82696,Delapena,Margo,42298,Misty Brook Farms, La Junta,2,69101,6702894122,2015-06-28,2,OPC79769997,69,12116
517,Con35574,Conley,Brandon,72906,Velvet Blossom Mall , East Village,5,38687,6678713500,2011-01-24,4,OPC84060941,48,9147
518,Pre65567,Presten,Brandt,9209,Broad Hills Abbey, Casa De Piedra,9,90614,5527446102,2016-11-29,2,OPC81073078,77,1639
519,Pre85809,Presten,Taylor,33535,Broad Hills Abbey, Mcarthur Estates,19,64990,3117103974,2005-03-03,6,OPC81406008,53,28988
520,She75805,Sherman,Brice,6001, Umber Shadow Ledge, Hitt,9,13507,8124197168,2016-07-17,5,OPC87351311,21,28389
521,Goo42961,Goode,Erin,39195,Amber Dale Diversion, Jessie,6,26559,5455732672,2015-07-04,2,OPC83392068,75,7983
522,Aar17012,Aaronson,Corey,55587,Stadium, Walnut Hill,30,57517,7429091698,2019-11-14,3,OPC82812944,83,35421
523,Aar9527,Aaronson,Lee,21015,College, Ditchley,29,74268,1399191702,2014-07-07,7,OPC79381104,3,6869
524,App27908,Applewood,Mads,82049,Strom, Mcarthur Estates,28,46032,4141502057,2016-02-24,5,OPC79793877,7,33753
525,Jon48465,Jones,Miguel,36493,East Garrison, Clintondale,13,89194,8156156702,2011-08-15,2,OPC83814069,15,14601
526,Aco76562,Acosta,Brandt,87953,Broad Hills Abbey, North Brewster,30,99468,1696189213,2002-10-01,4,OPC85302152,40,29660
527,Rob46991,Robinson,Manuel,36828, Tawny Lane, New Stuyarok,21,35020,7257003112,2018-02-23,6,OPC79628283,69,30428
528,Moo24607,Moore,Eric,43264, Hazy Willow Grove, East Village,11,8376,7297138863,2001-12-11,1,OPC85162153,24,22934
529,Moo11406,Moore,Margo,78737,Columbus, Bissell,29,4412,9162516926,2017-10-12,7,OPC81961670,63,12691
530,Ric9416,Rice,Leah,62329,Gentle Log Grove, North Brewster,30,11588,755274035,2014-04-08,5,OPC84201656,70,2343
531,Har44551,Hart,Kenadi,11114,Beckley, Casa De Piedra,19,38938,2421133105,2004-11-25,2,OPC84827630,34,5226
532,Jor64425,Jordan,Aaron,14448, Gentle Quail Quay, Crystal Lake,8,54035,6459479084,2001-02-02,5,OPC82924825,60,937
533,Say71748,Saylor,Jonathon,38928,Heather Wynd, Siddon,26,20784,3457182326,2003-12-05,2,OPC87703698,55,17035
534,Dew79379,Dewey,Eric,62530, Rustic Autumn Port, Mcarthur Estates,13,28718,1142353885,2013-03-23,6,OPC78219240,58,5786
535,Cal94812,Calahan,Zachary,52769, Wishing Goose Townline, Siddon,23,90272,5842823551,2019-07-06,4,OPC83624885,1,35457
536,Bar98803,Barrister,Samuel,92678,Adams, Union Beach,27,90009,7965445876,2006-08-17,7,OPC85102391,12,20919
1355,Ric92570,Rice,Margo,26711, Easy Crescent, Cowan,4,37522,6928142112,2009-01-20,7,OPC82397120,67,33487
537,Mau4599,Maurer,Brandt,39330, Broad Close, Casa De Piedra,23,22589,7155593624,2018-05-23,7,OPC87553829,68,11569
538,Ram62026,Ramirez,Adam,17281, Sleepy Mall , Bradburys,6,5770,4801694337,2006-12-02,6,OPC82542886,49,34524
539,Fre38688,French,Harper,42720,Quaking Embers Quay, New Stuyarok,13,38219,2201146299,2018-10-20,6,OPC80179669,65,26135
540,Tho9358,Thomason,Leah,51329,Bean Creek, Youngstown,17,14606,8387485547,2004-09-25,7,OPC85546242,5,27511
541,Rio90190,Riochardson,Mike,34991,Honey Creek Autoroute, North Brewster,1,13625,6334405182,2008-12-16,5,OPC80433834,79,4742
542,Boo84450,Booker,Mads,10522, Merry Forest Crossing, Sandusky Mobile Home Villa,18,36439,3289426807,2011-11-17,5,OPC79918763,79,25465
543,Bro26467,Brooks,Summer,21584,Little River Square, La Junta,28,39456,4982145167,2005-11-28,1,OPC86548120,58,30502
544,Smi1709,Smith-Warren,Jasmine,47202,Main, Ditchley,27,31264,7584378682,2002-04-09,3,OPC86832077,8,21015
545,Daw18034,Dawson,Miguel,60525, Lazy Key, Bissell,5,98201,5326833337,2011-06-20,1,OPC78079148,21,19810
546,Mau33129,Maurer,Timothy,78640,Emerald Quail Passage, North Brewster,12,55588,2284694221,2015-12-27,5,OPC86127360,80,2572
547,Row35530,Rowley,Summer,84464,Apache, Brownsburg,10,93368,6344958209,2008-05-30,3,OPC85301256,37,1314
548,Rid60424,Ridgley,Mads,23880,Silver Lake Crossing, Siddon,24,17797,2677461254,2005-11-07,1,OPC87881981,73,25220
549,App50584,Applewood,Brandon,88477,Strom, Longview Heights,18,82622,7005298506,2016-09-19,1,OPC79594346,35,13224
550,Jam16649,Jamieson,Jack,32069,Grey, Siddon,6,46043,7269270379,2008-05-15,7,OPC84498428,65,10735
551,Wil7262,Willis,Blain,83265,Cozy Prairie Hill, Fomer,4,97007,9368467350,2001-02-23,6,OPC85085591,55,27552
552,Aco84706,Acosta,Carl,39141,Adams, Jessie,28,62119,4669316363,2012-06-02,6,OPC84693861,50,16210
553,Bro24388,Brooks,George,36451,Ash, Laffertys Trailer Court,25,95038,9634910665,2007-04-14,6,OPC88061226,44,24912
554,Mon12793,Monk,Kristoff,70364,Blackhawk, Bradburys,25,55905,113800016,2014-05-12,7,OPC83763171,35,27698
555,Jac10278,Jackson,Mads,63926,Hazy Road, Arispe,7,86656,5403288624,2005-07-03,2,OPC84823912,27,537
556,Rio75817,Riochardson,Taylor,7264,Madison, Jessie,8,83783,2177551503,2013-03-25,7,OPC84550039,22,3516
557,Har46164,Harper,Noel,37797, Hazy Willow Grove, North Star,4,16472,8282040009,2012-04-27,1,OPC79106335,27,5684
558,Jam97043,Jamieson,Miguel,49369, Rustic Autumn Port, North Star,26,16001,4003210316,2016-12-29,2,OPC85019397,37,19837
559,Pet62852,Peters,Albert,87655, Broad Close, Winthrop Beach,19,44200,7393210751,2009-07-17,6,OPC83253913,68,35672
560,Del42148,Delapena,Aaron,93992,Honey Creek Autoroute, Union Beach,4,85408,9459197117,2010-04-27,6,OPC80925400,16,34437
561,Sla40904,Slain,Eric,81784,Little River Square, Kidville,19,8609,1643448273,2005-08-25,2,OPC85785787,77,6055
562,Coo41697,Cooper,Cooper,87874,Columbus, Vega Park,3,95747,2230857341,2010-05-27,1,OPC85212082,87,21222
563,Dic54632,Dickerson,Cooper,64487,Columbus, Langley,16,31360,7498617568,2018-12-07,4,OPC82489107,55,26045
564,Mau53012,Maurer,Brandt,9919,Grand Crest, North Brewster,29,79184,2030431049,2002-10-29,6,OPC81677952,20,30128
565,Ell72407,Ellis,Timothy,35717,Clear Heath, Fomer,4,57263,115925579,2002-05-12,7,OPC78787288,2,34325
566,Fre47659,French,Kenadi,63131,Stony Island Park, Howe,2,35340,3128270983,2002-11-14,5,OPC85419468,17,26951
567,Jor53287,Jordan,Harper,33892, Iron Bluff Rise, Union Hill,2,54762,2230785593,2015-01-27,3,OPC85394878,9,11021
568,Jon75881,Jones,Kenadi,50083, Cinder Woods, Ten Mile,10,99529,7560670681,2012-10-23,6,OPC78670319,81,32833
569,Aco24074,Acosta,Cooper,95606, Cinder Woods, Siddon,2,96154,1880665230,2003-04-21,3,OPC84932803,5,18963
570,Sla7620,Slain,Erin,20592, Gentle Quail Quay, Deardorffs Mill,23,24497,5558514163,2012-01-09,4,OPC84775896,93,29814
571,Rey56600,Reynolds,Jonathon,10305, Merry Forest Crossing, Bayless,25,38763,1414396070,2006-05-07,5,OPC82593714,23,35304
572,Smi7107,Smith-Warren,Cooper,90653,Dewy Beacon By-pass, Montello,11,51423,8434909833,2014-03-12,5,OPC78960338,96,30711
573,Mac5537,MacBain,Lee,16245, Grand Pony Park, Comite,11,46043,9009420759,2003-10-16,5,OPC83346848,68,16958
574,Smi77754,Smith-Warren,Joshua,34470,Bean Creek, Howe,26,4147,6369417112,2014-08-16,2,OPC83230906,62,5301
575,Jac90934,Jackson,Eric,76823,Main, Bayless,3,34274,765312174,2015-11-07,6,OPC81794753,92,14143
576,She61410,Sherman,Eric,37817,Lazy Green, Crystal Lake,17,62050,5162749968,2015-11-01,4,OPC79364447,44,34629
577,Moo46668,Moore,Adam,38513, Cotton Elk Path, Klagetoh,28,63604,4124619500,2008-05-27,5,OPC86897917,3,14974
578,Ste31874,Stevens,Blain,95905,Grand Crest, Walnut Hill,10,56705,863752299,2003-03-19,3,OPC84994881,10,20350
579,Pre24878,Presley,Carl,20224, Hazy Willow Grove, La Junta,6,88956,6586588174,2004-06-14,7,OPC78487470,22,23925
580,Tan17633,Tankersly,Sarah,22313, Iron Bluff Rise, Longview Heights,27,96299,9952543212,2002-04-08,7,OPC80322209,27,13620
581,Dic83532,Dickerson,Piper,98863,Lost Path, North Star,14,56470,3614397407,2018-12-11,6,OPC84993216,44,13108
582,Har67875,Harper,Erin,35360,Madison, Crystal Lake,25,87527,2163824194,2019-12-16,1,OPC86690861,70,16244
583,Tom82503,Tompsen,Mike,45889, Umber Shadow Ledge, Langley,25,13851,6335056445,2005-08-03,4,OPC86607215,17,30914
584,Con3603,Connery,Joshua,42440,Carbon Hill-Buchtel, Fomer,15,27684,7764202501,2007-07-05,5,OPC86388507,99,31607
585,Goo74642,Goode,Airn,3919,Golden Glen, Mcarthur Estates,3,73492,8787978870,2011-01-23,4,OPC82284960,22,8943
586,Ste82356,Stevens,Brice,9045,Lazy Green, Sandusky Mobile Home Villa,26,19583,9183846391,2003-01-01,4,OPC80437785,5,27056
587,Moo97744,Moore,Mike,26901,Thunder Deer Island, Tiptop,17,36695,1372652589,2011-02-08,4,OPC81987495,93,32715
588,Moo99446,Moore,Cooper,76869,Burning Rabbit Bank, Bayless,14,6409,5352670613,2014-06-09,4,OPC78697407,88,2816
589,Bro3644,Brooks,Maggs,53086,College, Cowan,27,20011,8123462339,2005-05-03,7,OPC80011800,47,21402
590,Mon48001,Monk,Airn,22758,Merry Key, East Village,26,90792,5665689677,2014-01-12,4,OPC78631172,70,30042
591,Del85380,Delapena,Cooper,50234,Quiet Circuit, Howe,24,22495,2802531070,2004-09-19,2,OPC81832663,88,8595
592,Daw70367,Dawson,Mike,22547,High Ledge, Bradburys,23,38214,9210992337,2013-01-27,4,OPC85755385,26,33018
593,Con30645,Conley,Jack,28533,Heather Wynd, Comite,24,56423,4290148799,2009-06-05,7,OPC82639175,72,13107
594,Con35730,Conley,Nadine,15626, Cozy Pines, Holiday Park,30,17316,9673436663,2007-06-25,3,OPC78643087,54,26999
595,Rey16860,Reynolds,Albert,73782,Umber Forest, Sandusky Mobile Home Villa,15,62233,2887930366,2018-02-25,2,OPC84303448,53,22688
596,Con61753,Connery,Robert,70427,Jagged Branch Mews, Tiptop,27,6813,6610618594,2011-11-17,5,OPC78839681,56,2787
597,Smi94882,Smith,Valerie,56704,Lazy Green, Winkelman,15,95720,4419649207,2010-02-05,5,OPC81171893,44,17458
598,Aar92697,Aaronson,Alister,68771, Old Cloud Orchard, New York,30,27434,3873270926,2015-04-11,5,OPC87395644,89,32640
599,Del59045,Deleon,Blain,40305,Rustic Grove Orchard, La Junta,24,32796,9301031950,2002-04-30,1,OPC82991411,5,24164
600,Jon55137,Jones,Carl,59655, Lost Sky Dell, Laffertys Trailer Court,7,14860,1467934520,2011-10-20,2,OPC85039549,19,16641
601,Smi31498,Smith-Warren,Piper,93118,Washington, Comite,17,62525,830048875,2006-10-27,1,OPC86391194,53,950
602,Rey79751,Reynolds,Maggs,26210,Jagged Branch Mews, Bissell,28,31448,5577065493,2013-02-24,5,OPC86413697,96,17799
603,Ban56158,Banks,Abigail,39163, Quaking Timber Swale, Tiptop,29,57412,8930022149,2003-03-27,5,OPC78607888,64,29908
604,Sla75861,Slain,Valerie,1971,Amber Dale Diversion, Hallockville,25,21201,9081509509,2011-01-29,7,OPC87054678,18,658
605,San74454,Sanchez,Eric,87014,Crystal Cove, New York,2,76226,2313324039,2012-01-29,2,OPC84623796,8,31434
606,Wil36472,Williamson,Erin,3701,Adams, Bayless,7,16581,2391038722,2006-08-20,3,OPC81956751,21,23460
607,Fre31619,French,Eric,88581,Iron Pony Pathway, New York,16,45852,9870581366,2006-11-16,5,OPC81825550,40,31325
608,Ram4193,Ramirez,Eric,76492,Carbon Hill-Buchtel, Brownsburg,27,53371,3281587168,2014-10-03,2,OPC83758176,98,20492
609,Coo16866,Cooper,Tristan,44084, Tawny Lane, Richmond,29,78463,7149503746,2005-11-09,7,OPC86194683,12,16721
610,Jor62459,Jordan,Chris,67577,Burning Rabbit Bank, Richmond,15,75286,337515877,2010-01-22,1,OPC84872369,49,4286
611,Har52560,Hart,Harper,30702,Quaking Embers Quay, Klagetoh,23,79495,7644209890,2014-09-11,2,OPC86739953,8,19315
612,Del12942,Delacruz,Abigail,167,Early, Richmond,12,75320,9807980135,2010-11-25,1,OPC78274276,37,5080
613,Del27787,Deleon,Samuel,71719,Velvet Blossom Mall , Winkelman,1,45883,5643350021,2002-04-02,6,OPC82067931,69,15568
614,Gar48803,Garth,Noel,70026,Quiet Circuit, Klagetoh,3,82702,8104222311,2013-12-24,3,OPC84390017,34,23026
615,Row69220,Rowley,Mike,45090,Apache, Vega Park,13,55917,6448371341,2009-12-12,3,OPC78874023,40,18791
616,Jac49423,Jackson,Brice,82157,Green Row, Meadowbrook Valley,18,16281,5499883826,2009-12-14,7,OPC81977943,53,25812
617,Jon83433,Jones,Abigail,93069,Dusty Nectar Downs, Winkelman,11,34564,9456122604,2013-10-10,3,OPC78365977,23,33707
618,Bro20399,Brooks,Piper,85621, Easy Crescent, Howe,24,83503,6469229980,2003-10-21,3,OPC85952725,88,10847
619,Fre22558,French,Tristan,17344,Silver Lake Crossing, Union Beach,14,18945,8785483233,2004-04-07,4,OPC87696460,40,19483
620,Ric97741,Rice,Brice,82767,Stony Island Park, Montello,23,28873,4887263311,2001-07-29,6,OPC78990415,21,11738
621,Fre10635,French,Brian,94232, Grand Pony Park, Crystal Lake,29,82981,2051823173,2010-09-22,1,OPC86409161,60,28860
622,Fre53965,French,Jasmine,59699, Gentle Quail Quay, Hallockville,2,62413,4943837596,2017-07-02,3,OPC87913178,49,631
623,Wil53937,Williamson,Erin,96332,Fallen Berry Moor, Bayless,13,51877,5960965131,2014-09-28,4,OPC84087711,48,13305
624,Ban43517,Banks,Timothy,72234, Merry Forest Crossing, North Brewster,7,30541,4694330230,2011-09-04,5,OPC79048447,76,15431
625,Man64285,Manning,Brice,64789,Early, Youngstown,6,30632,8051450869,2006-06-19,1,OPC78971892,45,32114
626,Gon80909,Gonzales,George,33941,Grant, Union Hill,23,61390,9823811834,2014-03-03,2,OPC86330804,11,24
627,Pre95680,Presley,Erin,33079, Colonial Panda Pike, Howe,5,31456,7227621838,2018-11-26,1,OPC83543051,64,21532
628,Fre25102,French,Thomas,7355, Lost Sky Dell, New Stuyarok,19,48102,8175587692,2003-10-26,4,OPC79223783,43,7315
629,Del54229,Delacruz,Alister,93583, Golden Glade, Norton Shores,16,93498,6659056582,2010-07-19,3,OPC81853622,28,3755
630,Fre27666,French,Abigail,81404,Emerald Quail Passage, North Brewster,14,48204,9751101005,2009-08-19,3,OPC82808533,96,18926
631,Sei17839,Seiler,Margo,13992,Carbon Hill-Buchtel, Oak Knoll,21,90322,2147729813,2011-10-19,6,OPC86786116,2,24528
632,Ell72258,Ellis,Tristan,5150,Quaking Embers Quay, Crystal Lake,23,81386,4475904164,2011-01-10,1,OPC81052635,60,20920
633,Gar95960,Garcia,Manuel,51459, Red Place, Walnut Hill,14,17760,5573181756,2006-01-18,4,OPC85262333,82,20392
634,Tho65673,Thomason,Robert,66344,Crystal Cove, Laffertys Trailer Court,23,61562,4389033040,2003-03-21,2,OPC82194683,16,2331
635,Jac88982,Jackson,Mike,75245,Strom, Kwikpak,25,3690,4105934892,2002-04-29,7,OPC79169052,73,3713
